Entry,Protein,Gene,Urine,Plasma,Serum
A0A5F5XC25,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2),NIT2,22,17.5,17.1
A0A2I2U4B5,Nucleoside diphosphate kinase (EC 2.7.4.6),NME2,19.5,16.2,16.3
M3X077,Neurogenic locus notch homolog protein 1,NOTCH1,22.3,20.5,15.9
A0A2I2U0T9,Notch receptor 2,NOTCH2,20.2,17,16.3
A0A2I2UCH5,NPC intracellular cholesterol transporter 1,NPC1,20.9,16.4,16.6
A0A2I2U310,NPC1 like intracellular cholesterol transporter 1,NPC1L1 DDX56,21.3,17.1,17
M3X1L5,NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1),NPC2,27.3,22.6,22.2
M3X5Z4,Aminopeptidase (EC 3.4.11.-),NPEPPS,16.7,14,12.7
M3VXB4,"NPHS2 stomatin family member, podocin",NPHS2,15.2,10,14.4
A0A337S3Z8,Natriuretic peptide receptor 3,NPR3,17.8,14.7,15.3
A0A2I2UZY7,Neuroplastin,NPTN,21.5,16,16
A0A337SMV4,N-ribosyldihydronicotinamide:quinone reductase 2,NQO2,21.6,20.6,20
A0A2I2U1J3,Nuclear receptor subfamily 1 group H member 4,NR1H4,15.6,17.7,16.2
M3WN87,Nuclear receptor subfamily 1 group I member 3 (Constitutive androstane receptor),NR1I3,22.4,26.6,26.5
A0A2I2UU92,Neuropilin,NRP1,18.2,15.9,16.2
A0A337SMY8,Neuropilin 2,NRP2,17.7,16,15.5
A0A337S9F6,Neurexin 3,NRXN3,16.4,14.9,12
A0A5F5XIM5,NSFL1 cofactor,NSFL1C,19.6,21.1,21.7
A0A2I2UUB3,Neurotrimin,NTM,22.5,21.1,20.5
A0A2I2U1I4,Tyrosine-protein kinase receptor (EC 2.7.10.1),NTRK3,21.7,15.3,16.2
M3W064,Nucleobindin-1,NUCB1,25.9,22,22
A0A2I2UTH6,Nucleobindin 2,NUCB2,22.1,19.9,20
A0A2I2UU60,"Oxidized purine nucleoside triphosphate hydrolase (EC 3.6.1.56) (2-hydroxy-dATP diphosphatase) (7,8-dihydro-8-oxoguanine triphosphatase) (8-oxo-dGTPase) (Methylated purine nucleoside triphosphate hydrolase) (Nucleoside diphosphate-linked moiety X motif 1)",NUDT1,21.3,17.4,17.2
A0A2I2ULA8,Nuclear mitotic apparatus protein 1,NUMA1,19.9,16.4,17.8
M3X0F5,Nuclear transport factor 2 (NTF-2),NUTF2,25.4,20,20.5
A0A2I2ULL1,Neurexophilin,NXPH2,18.4,19,19.1
A0A2I2U0A2,Out at first protein homolog,OAF,22.8,22.1,21.9
M3WPJ4,2-oxoglutarate and iron dependent oxygenase domain containing 3,OGFOD3,16.3,15.6,16.8
M3VVG9,Mimecan (Osteoglycin),OGN,22.6,21.9,22.3
A0A337S4Z9,Olfactomedin 1,OLFM1,20.9,18.5,18.2
A0A337RWR2,Olfactomedin like 3,OLFML3,20.4,16.9,17.5
A0A2I2UMJ9,Opioid binding protein/cell adhesion molecule like,OPCML,22.5,19.3,19.7
A0A2I2UD00,Oxysterol-binding protein,OSBPL2 ADRM1,17.9,13,13.8
A0A5F5Y561,Otoraplin,OTOR,22.5,19.3,19.2
A0A337SC03,P2X purinoceptor,P2RX4,19.5,19.3,19
M3XCN6,Protein disulfide-isomerase (EC 5.3.4.1),P4HB,19.5,18.8,19.1
A0A337S9L8,Protein kinase C and casein kinase substrate in neurons 2,PACSIN2,21.1,18.9,19.3
M3WHA5,Protein kinase C and casein kinase substrate in neurons 3,PACSIN3,20.6,20.4,20.3
B0LSW3,Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha),PAFAH1B1 LIS1,21.3,19.1,19.4
M3WEF4,Protein PALS1 (MAGUK p55 subfamily member 5) (Protein associated with Lin-7 1),PALS1,16.4,18.5,19.2
A0A337S9K0,Peptidylglycine alpha-amidating monooxygenase,PAM,22.6,20.9,21
A0A2I2UHQ6,"Papilin, proteoglycan like sulfated glycoprotein",PAPLN,24.6,20.3,20.2
A0A5F5XQL5,"Papilin, proteoglycan like sulfated glycoprotein",PAPLN,20.5,17,16.9
M3WYR7,protein deglycase (EC 3.5.1.124) (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (Protein/nucleic acid deglycase DJ-1),PARK7,19.4,15.6,15.8
A0A337STF2,Parkinsonism associated deglycase,PARK7,22.2,18,18.1
A0A5F5XDU4,Phenazine biosynthesis like protein domain containing,PBLD,22.9,20.3,20.1
A0A5F5XDD6,Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase),PCBD1,21.4,18.4,18.8
A0A2I2U3P8,Poly(rC) binding protein 2,PCBP2,18.4,14.2,14.5
M3WBC6,Protocadherin 1,PCDH1,21.9,17.7,18.1
A0A2I2UWU3,Protocadherin 17,PCDH17,28.3,26.2,26.1
A0A337SKM2,Protocadherin 7,PCDH7,17.4,15.9,15.1
A0A5F5XH49,"Protocadherin alpha subfamily C, 2",PCDHAC2,19,16.1,16.3
A0A5F5XE18,"Protocadherin gamma subfamily A, 4",PCDHGA4,22.5,19.4,19.2
A0A5F5XK05,Procollagen C-endopeptidase enhancer,PCOLCE,26.6,24.3,24.2
M3W6K9,Procollagen C-endopeptidase enhancer,PCOLCE,21.3,18.4,17.9
A0A5F5Y2C4,Procollagen C-endopeptidase enhancer 2,PCOLCE2,20.7,16.1,17.2
A0A337SNW6,Proprotein convertase subtilisin/kexin type 5,PCSK5,13.7,21.7,22
M3WSQ5,Prenylcysteine oxidase 1 (EC 1.8.3.5),PCYOX1,14.5,15.9,16.7
A0A2I2UD44,Programmed cell death 6,PDCD6,25.2,26.3,26
A0A5F5Y1P9,Programmed cell death 6 interacting protein,PDCD6IP,25.3,25.3,24.5
M3XG34,Programmed cell death 6 interacting protein,PDCD6IP,20.6,16.4,17
M3VVR5,Phosphodiesterase (EC 3.1.4.-),PDE3A,16.1,15.6,13.6
W5LV43,Platelet-derived growth factor subunit B (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide),PDGFB,23.8,15.7,15.8
A0A5F5XER7,Platelet-derived growth factor D,PDGFD,20.3,20.3,19
K7S0M4,Platelet derived growth factor receptor beta,PDGFR-b,20.2,18.8,19.2
M3WAV8,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor),PDGFRA,19.5,16,16.7
M3W0P6,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor),PDGFRB,22.1,15.4,15.9
M3WFY4,Platelet-derived growth factor receptor-like protein,PDGFRL,21.1,18.2,16.1
M3W668,Protein disulfide-isomerase (EC 5.3.4.1),PDIA3,21.1,19.4,19
M3W9X1,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72),PDIA4,18.8,16.2,16.2
A0A2I2UBZ5,PDZ domain containing 1,PDZK1,25.5,21.6,22.2
A0A5F5XK30,PDZK1-interacting protein 1,PDZK1IP1,22.3,17.3,17.2
M3WVN7,Platelet endothelial aggregation receptor 1,PEAR1,19.3,15.7,15.7
A0A2I2ULZ1,Phosphatidylethanolamine-binding protein 1 (HCNPpp),PEBP1,25,20.1,20.3
A0A337RYP8,Phosphatidylethanolamine binding protein 4,PEBP4,19.5,19.2,19.2
A0A2I2V340,Platelet and endothelial cell adhesion molecule 1,PECAM1,23.9,22.9,22.5
A0A5F5XCK4,Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1),PEF1,20.7,19.3,19.1
A0A2I2U2M1,Peptidase D,PEPD,21.9,21.4,21.7
M3WEL8,Profilin,PFN1,21.9,20.1,20.4
A0A337S381,Profilin,PFN2,20,13.2,13.5
A0A337S2Y5,Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4),PGAM1,19.6,18,17.6
A0A5F5XZL7,Pepsinogen B1,PGB1,22.4,15.5,15.4
M3X9S4,Pepsinogen B2,PGB2 OVGP1,19,12.2,11.9
A0A5F5XK20,Protein-glucosylgalactosylhydroxylysine glucosidase,PGGHG,19.8,18.1,18.6
M3WJN8,Protein-glucosylgalactosylhydroxylysine glucosidase,PGGHG,18.8,15.4,15.6
A0A2I2UJH0,Phosphoglycerate kinase (EC 2.7.2.3),PGK1,23.3,19,19.1
M3X166,Phosphoglycerate kinase (EC 2.7.2.3),PGK2,19.3,10.3,10
M3WZT2,Peptidoglycan recognition protein 1,PGLYRP1,14.4,17.6,18.8
M3WJ85,Peptidoglycan recognition protein 2,PGLYRP2,21.6,24.6,24.5
M3X816,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (Protein histidine phosphatase),PHPT1,24.5,19.8,19.9
A0A2I2V147,Phytanoyl-CoA dioxygenase domain-containing protein 1,PHYHD1,19.1,19.3,19.6
A0A2I2UJP1,Peptidase inhibitor 15,PI15,24.1,18.6,18.5
M3WXF2,Peptidase inhibitor 16,PI16,21.7,18.8,18.3
A0A5F5XJM9,Peptidase inhibitor 16,PI16,24.9,21.1,21.4
A0A337SF63,Piezo type mechanosensitive ion channel component 2,PIEZO2,19.3,16.2,19.2
M3W5Z6,Polymeric immunoglobulin receptor,PIGR,30.4,25.4,25.7
A0A337S1V9,Phosphoinositide-3-kinase-interacting protein 1 (Kringle domain-containing protein HGFL),PIK3IP1,28.3,17,16.9
M3VWF4,Phosphoinositide-3-kinase-interacting protein 1 (Kringle domain-containing protein HGFL),PIK3IP1,26.2,13.7,13.7
M3X4Z4,Phospholipase A2 inhibitor and LY6/PLAUR domain containing,PINLYP,19.8,22.5,24.4
A0A337SBR4,Prolactin-induced protein,PIP,26.6,19.8,20.3
A0A337SAH5,PITH domain containing 1,PITHD1,22.7,17.9,19
A0A5F5XE98,"Protein kinase domain containing, cytoplasmic",PKDCC,19.8,17,16.4
A0A337RYU6,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,PKHD1,19.9,18.8,18.6
M3X3Z1,PKHD1 like 1,PKHD1L1,21.4,21.5,19.9
A0A337RYI0,Pyruvate kinase (EC 2.7.1.40),PKM,18.8,18.2,19.2
P11979,Pyruvate kinase PKM (EC 2.7.1.40) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2),PKM PKM2,22.9,20.8,20.7
M3X3D3,Phospholipase A2 group XV (EC 3.1.1.32) (EC 3.1.1.4) (EC 3.1.1.5) (1-O-acylceramide synthase) (LCAT-like lysophospholipase) (Lysophospholipase 3) (Lysosomal phospholipase A and acyltransferase) (Lysosomal phospholipase A2),PLA2G15,24.4,23.1,23.5
A0A5F5XCP1,1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47),PLA2G7,20.2,22.4,22.4
A0A337S474,Urokinase-type plasminogen activator (EC 3.4.21.73),PLAU,30.5,21.8,21.3
A0A337S388,Urokinase plasminogen activator surface receptor,PLAUR,22.4,17.6,18.3
A0A2I2UDS4,Phospholipase B-like (EC 3.1.1.-),PLBD2,26.7,23.8,23.3
A0A5F5XE59,5'-3' exonuclease PLD3 (EC 3.1.16.1) (Choline phosphatase 3) (Phosphatidylcholine-hydrolyzing phospholipase D3) (Phospholipase D3),PLD3,23.5,20.3,20.1
M3X3T9,Plasminogen (EC 3.4.21.7),PLG,27.4,28,28
M3VU17,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1)",PLOD1,17.9,17.4,17.1
A0A2I2UIC2,procollagen-lysine 5-dioxygenase (EC 1.14.11.4),PLOD2,21.8,20.3,20.8
A0A2I2U3Y6,Phospholipid transfer protein,PLTP,20.2,22.6,21.3
M3WCF9,Plexin domain containing 1,PLXDC1,20.5,18.2,18.8
A0A337SP16,Plexin domain containing 2,PLXDC2,21.9,20.5,20.4
A0A5F5Y1Y2,Plexin domain containing 2,PLXDC2,21,16.6,17.4
M3WG01,Plexin B2,PLXNB2,24.4,21.7,21.9
M3VU38,Plexin D1,PLXND1,18.8,18.8,18.4
M3WKB5,Xaa-Arg dipeptidase,PM20D2,23.3,18.3,18.3
M3W6S5,Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase),PNP,14.2,12,12.3
A0A5F5XX38,POTRA domain-containing protein,PNPLA3,20.5,19.1,19.6
A0A5F5XE19,Podocalyxin (Podocalyxin-like protein 1),PODXL,25.4,21.5,21.6
A0A2I2UU74,Paraoxonase (EC 3.1.1.2),PON1,24.4,29.8,29.9
M3WTQ9,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase),PPA1,21.4,22.4,22.5
A0A5F5XSY1,C-X-C motif chemokine,PPBP,22,24.3,27.2
A0A0A0MPZ9,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),PPIA,21.3,17.3,17.8
Q8HXS3,"Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]",PPIA CYPA,23.5,21.8,22.1
A0A2I2UBH3,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),PPIB,22,20.3,19.9
A0A2I2V3I6,Rho-related GTP-binding protein RhoC,PPM1J,22,17.3,16.5
A0A2I2V4A6,Protein phosphatase 2 scaffold subunit Aalpha,PPP2R1A,16.5,16.9,16.5
A0A2I2V332,Protein phosphatase 4 regulatory subunit 4,PPP4R4,18.6,22.6,17.7
A0A337SU18,Palmitoyl-protein thioesterase 1,PPT1,19.3,14.5,14.9
A0A5F5XW18,Palmitoyl-protein thioesterase 2,PPT2,19.7,20.2,19.5
A0A2I2UW10,Protease associated domain containing 1,PRADC1,24,21,21.2
A0A2I2UQ65,thioredoxin-dependent peroxiredoxin (EC 1.11.1.24),PRDX1,23.8,20.3,20.9
A0A2I2UZE5,Peroxiredoxin-1 (EC 1.11.1.24),PRDX1,23.6,22,22.4
M3VUU2,Peroxiredoxin-2 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 2),PRDX2,18.9,19.7,21
A0A337SIG9,Peroxiredoxin-2 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 2),PRDX2,23.1,23,23.5
A0A5F5XXB7,"Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 3)",PRDX3,26.6,21.1,21
A0A5F5XS51,thioredoxin-dependent peroxiredoxin (EC 1.11.1.24),PRDX4,16.8,15.3,14
M3X1J5,Peroxiredoxin-5 (EC 1.11.1.24),PRDX5,21.7,18.5,18.5
A0A2I2UL25,Peroxiredoxin-6 (EC 1.11.1.27),PRDX6,24.2,21,21
A0A337S4R1,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,16.4,16.5,14.7
M3W340,Glucosidase 2 subunit beta,PRKCSH,20.8,18.5,19.4
O18754,Major prion protein (PrP) (CD antigen CD230),PRNP PRP,25.5,18.8,19
Q28412,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV),PROC,21.4,23.7,23.7
A0A337SJB3,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV),PROC,24.5,23.5,23.4
A0A5F5XMS8,Protein C receptor,PROCR,25.4,20.1,19.5
A0A2I2U9S5,Prominin 1,PROM1,22.9,22.4,20.7
M3WDQ9,Prominin 2,PROM2,24.3,24.8,24.8
A0A2I2USJ0,Vitamin K-dependent protein S,PROS1,25.5,27.2,26.6
A0A5F5XIU4,Vitamin K-dependent protein S,PROS1,21.5,22,20
A0A5F5XCK5,Proline rich transmembrane protein 4,PRRT4 RBM28,17.2,14.5,12.8
A0A5F5XUE5,trypsin (EC 3.4.21.4),PRSS2,23.7,19.2,19.2
A0A337RTP4,Serine protease 22,PRSS22,23.9,20.1,19.5
M3W107,Inactive serine protease 35,PRSS35,19.5,17,15.8
A0A5F5XEN1,Serine protease 53,PRSS53,20.9,18.9,19.3
A0A5F5XKF7,Serine protease 8,PRSS8,26.6,18.8,18.5
A0A5F5XI47,Prosaposin,PSAP,30.6,21.8,22.3
A0A2I2UM62,Prostate stem cell antigen,PSCA,24.7,18.6,18.9
M3WF05,Proteasome subunit alpha type,PSMA1,12.2,19,19.2
A0A5F5XCX3,Proteasome 20S subunit alpha 1,PSMA1,24,23.3,23.3
A0A2I2V2W1,Proteasome 20S subunit alpha 2,PSMA2,15.7,20,20.2
M3XAA2,Proteasome subunit alpha type,PSMA2,15.7,20.6,20.7
A0A337SD26,Proteasome subunit alpha type,PSMA3,18.5,20.9,19.7
A0A337S5C8,Proteasome subunit alpha type,PSMA4,20,20.4,20.6
A0A337SKX0,Proteasome subunit alpha type,PSMA4,18,19.3,19.5
A0A337SNJ1,Proteasome subunit alpha type,PSMA6,17.6,18.5,18.4
A0A2D0UF31,Proteasome subunit alpha type,PSMA6,20.3,19.2,19.4
A0A337SVW8,Proteasome 20S subunit alpha 6,PSMA6,13.1,16.7,16.9
A0A337S4A1,Proteasome subunit alpha type-7,PSMA7,19.6,22.5,22.8
M3W006,Proteasome subunit alpha type,PSMA7,17.4,20.3,20.4
A0A5F5XFT3,Proteasome subunit beta,PSMB1,23.1,22.3,22.2
A0A5F5XQW5,Proteasome 20S subunit beta 1,PSMB1,15.8,21,21.3
A0A2D0UJY9,Proteasome subunit beta,PSMB2,23.1,23,22.9
A0A5F5XNT6,Proteasome subunit beta,PSMB3,18.5,18.3,18.1
A0A2D0UF13,Proteasome subunit beta type-4,PSMB4,17.6,19.4,19.6
A0A337SNC1,Proteasome subunit beta,PSMB5,20.2,19.3,19.7
A0A2I2U3F3,Proteasome subunit beta,PSMB6,20.2,20.1,20.2
M3WKX9,Proteasome subunit beta,PSMB7,18.4,19.5,19.5
A0A2D0UUN5,Proteasome subunit beta,PSMB8,19.3,20.8,20.9
M3W4B6,Proteasome activator complex subunit 1 (Proteasome activator 28 subunit alpha),PSME1,16.3,13.9,15.9
A0A337SNE1,Phosphotriesterase-related protein (Parathion hydrolase-related protein),PTER,20.7,20.4,21.2
Q29487,Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2),PTGDS,27.4,20.7,20.7
A0A2I2UXS9,Prostaglandin E2 receptor EP3 subtype (Prostanoid EP3 receptor),PTGER3,20.2,13.1,12
M3VXN4,Prostaglandin F2 receptor inhibitor,PTGFRN,23.4,20.6,21.2
A0A2I2V040,Prostaglandin reductase 1 (EC 1.3.1.48) (EC 1.3.1.74) (15-oxoprostaglandin 13-reductase) (Dithiolethione-inducible gene 1 protein) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase),PTGR1,15.1,16.1,16.6
A0A337SBR8,Protein tyrosine kinase 7 (inactive),PTK7,20.7,16.1,15.1
A0A337S1R3,Prothymosin alpha,PTMA,20.9,16.5,16.7
A0A337RYS5,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRD,25.1,22,22.2
A0A2I2UTT3,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48),PTPRF,24.2,21.1,21.4
A0A337S5F4,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRG,25.2,21.2,21.3
A0A5F5XBP3,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRJ,19.6,20.9,21
A0A337RY95,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRK,22.9,21.6,20.6
A0A2I2URE9,Protein tyrosine phosphatase receptor type N,PTPRN,16.7,16,15.7
A0A337S6M3,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRO,18.7,21.1,21.1
A0A337SCB7,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRS,20.4,18.2,17.7
A0A337SQ52,Pentraxin 4,PTX4,22.3,18.9,19.2
A0A2I2UHS4,Pseudouridine 5'-phosphatase,PUDP,18,17.4,16.7
M3W8T7,tRNA pseudouridine(55) synthase (EC 5.4.99.25),PUS10,18.9,19.6,20.4
A0A2I2UQ14,Peroxidasin,PXDN,21.9,22.9,20.5
A0A5F5XPQ2,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,PYROXD2,15.8,17.3,16.8
M3WST2,Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (Glutaminyl-tRNA cyclotransferase),QPCT,25.3,23,23.2
M3WH13,glutaminyl-peptide cyclotransferase (EC 2.3.2.5),QPCTL,20.7,20.9,20.9
A0A5F5Y4S8,Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]),QPRT,22.1,19.4,19.4
A0A2I2UE17,Sulfhydryl oxidase (EC 1.8.3.2),QSOX1,25.7,22.7,22.7
A0A5F5XH70,Ras-related protein Rab-10,RAB10,20.7,20.2,20.5
A0A5F5XXR7,Ras-related protein Rab-11A (EC 3.6.5.2),RAB11A,23.6,22.7,23.1
A0A337S2P7,RAB11 family interacting protein 5,RAB11FIP5,19.2,19.1,19.2
M3WTD7,Ras-related protein Rab-14,RAB14,19.1,15.5,14.9
A0A2I2UQJ5,small monomeric GTPase (EC 3.6.5.2),RAB1B,21.8,19.8,19.4
A0A2I2UAX8,small monomeric GTPase (EC 3.6.5.2),RAB27B,17.7,17.6,17.1
A0A2I2U095,"RAB35, member RAS onco family",RAB35,22.1,16.5,16.6
M3VYK6,Ras-related protein Rab-3,RAB3D,21,19.2,18.5
A0A2I2UAA6,Ras-related protein Rab-4,RAB4A,20.3,14.3,13.1
A0A5F5XRP9,Ras-related protein Rab-4,RAB4B,19.8,16.3,17.8
A0A337SHI5,small monomeric GTPase (EC 3.6.5.2),RAB5A,20.8,23.1,23.8
A0A337SSM4,small monomeric GTPase (EC 3.6.5.2),RAB5B,19.2,16.9,16.9
M3VXZ7,small monomeric GTPase (EC 3.6.5.2),RAB5C,20.1,20.3,20.4
A0A337SFP3,Ras-related protein Rab-7a,RAB7A,19.2,17.7,17.1
M3WRD9,Ras-related protein Rab-7a,RAB7A,18.9,11.8,12.9
A0A2I2UMT8,Ras-related protein Rab-8A (EC 3.6.5.2),RAB8A,22.1,16.5,16.6
A0A337SNI2,Rac family small GTPase 3,RAC3,22.9,20.9,21
M3WAZ7,Receptor activity modifying protein 2,RAMP2,19.3,13,12.8
M3WXV4,GTP-binding nuclear protein Ran,RAN,18.8,16.7,17.7
M3X4J3,small monomeric GTPase (EC 3.6.5.2),RAP1A,21.7,19.5,18.8
A0A2I2UBH5,"RAP2C, member of RAS onco family",RAP2C,16.3,16.3,17.8
A0A2I2UHV5,Retinoic acid receptor responder protein 2 (Chemerin),RARRES2,18.1,19.5,19.4
A0A2I2UGF8,Retinol binding protein 1,RBP1,20.3,18.9,20.3
M5AXY1,Retinol binding protein 4 (Feline conceptus protein 1) (fCP1) (Plasma retinol-binding protein) (PRBP) (RBP),RBP4,24.9,26.8,26.7
A0A337S713,RCAN family member 3,RCAN3,23.8,13.9,13.6
M3VTY8,Reticulocalbin 3,RCN3,21,18,18.1
A0A2I2U2A3,Radixin,RDX,25.5,21.9,22.2
A0A2I2UJB3,Radixin,RDX,19.1,17.3,16.7
A0A5F5XK46,Reversion inducing cysteine rich protein with kazal motifs,RECK,21.5,23.2,23.4
A0A1E1FFM2,Dickkopf 3 homolog,REIC Dkk-3,21.1,20.2,19.7
M3VZA9,RELT TNF receptor,RELT,20.3,13.6,13.2
M3WNP8,N-acylglucosamine 2-epimerase (EC 5.1.3.8) (GlcNAc 2-epimerase) (N-acetyl-D-glucosamine 2-epimerase) (Renin-binding protein),RENBP,18.7,17.6,17.2
A0A337S746,Resistin,RETN,23.7,14.6,15.3
A0A337SCF8,Resistin,RETN,23.9,19,18
A0A5F5XYD7,"Beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)",RFNG,16.1,14.1,13.7
A0A337SGN2,Repulsive guidance molecule BMP co-receptor a,RGMA,22.8,16.3,15.4
A0A2I2V4L0,Regucalcin (EC 3.1.1.17) (Gluconolactonase) (Senescence marker protein 30),RGN,18.6,13,15
A0A337SD93,Inactive rhomboid protein (iRhom) (Rhomboid family member) (Rhomboid veinlet-like protein),RHBDF2,16.3,12.5,11.2
M3WHT7,Ammonium transporter Rh type C (Rhesus blood group family type C glycoprotein),RHCG,20,13.2,13.8
A0A5F5XH32,Ammonium transporter Rh type C (Rhesus blood group family type C glycoprotein),RHCG,21.4,20,19.4
M3WU80,Transforming protein RhoA,RHOA,19.6,17.9,17.9
A0A2I2UTY4,Ras homolog family member Q,RHOQ,21.3,17,18
A0A2I2UD52,2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Translation inhibitor L-PSP ribonuclease),RIDA,23.1,19.1,19.4
A0A5F5Y3Z8,"Ribonuclease A family member 1, pancreatic",RNASE1,27,16.9,18
A0A337SES4,Ribonuclease 4,RNASE4,19.5,22,21.6
M3WX61,Ribonuclease A family member k6,RNASE6,24.2,18.7,17.9
A0A337S1U9,Ribonuclease T2,RNASET2,23.6,21.2,20.8
A0A5F5XMF6,RING-type E3 ubiquitin transferase (EC 2.3.2.27),RNF13,19.9,15.7,15.7
A0A337STQ6,Ring finger protein 149,RNF149,18.1,17.5,17.9
A0A2I2UIU2,RING-type E3 ubiquitin transferase (EC 2.3.2.27),RNF167,20.4,19.9,19.7
M3W6G1,Roundabout guidance receptor 4,ROBO4,23.1,18.7,18.6
A0A2I2USV9,Receptor tyrosine kinase like orphan receptor 1,ROR1,23.4,17.8,18.2
A0A2I2UXP2,Receptor tyrosine kinase like orphan receptor 2,ROR2,23.3,19.9,20
M3X277,RAS related,RRAS,21.5,19.7,18.8
M3WBP8,RAS related 2,RRAS2,22.7,20.1,19.9
M3WH96,"RTF1 homolog, Paf1/RNA polymerase II complex component",RTF1,18.2,13.5,12.4
A0A2I2U7X2,Reticulon 4 receptor,RTN4R,22.8,21.1,20.4
A0A2I2U066,Reticulon 4 receptor like 1,RTN4RL1,14.9,12.3,12.8
A0A337S5J7,Reticulon 4 receptor like 2,RTN4RL2,24.8,21.8,21.6
M3VZI2,Receptor like tyrosine kinase,RYK,16.8,13.1,11.3
M3WK02,S100 calcium binding protein A12,S100A12,15.4,14.5,13.1
A0A2I2URR0,Protein S100 (S100 calcium-binding protein),S100A6,20.4,17,16.1
M3VZX1,Protein S100 (S100 calcium-binding protein),S100A9,20.1,16.7,16.7
M3W6R4,Sphingosine 1-phosphate receptor 1 (Sphingosine 1-phosphate receptor Edg-1),S1PR1,17.9,19.1,18.5
Q1T771,Serum amyloid A protein,SAA,17,18,18
P19707,Serum amyloid A protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA)],SAA1,20.6,20.2,20.1
A0A337SKP2,Serum amyloid A protein,SAA1 LOC105260977,15.9,16.5,17
